Max,Time,Integral,Time Of Threshold,INTNS
[113.41716518],1662555526.2033243,[8792.69930411],840,[8792.69930411]
[57.74630692],1662555526.2092354,[6117.93431815],640,[6117.93431815]
[78.98913442],1662555526.2163868,[7344.89073373],688,[7344.89073373]
[45.78195581],1662555526.2220666,[5394.335246],496,[5394.335246]
[61.16469296],1662555526.2349186,[5910.99987791],576,[5910.99987791]
[39.79978025],1662555526.250424,[5018.80112318],448,[5018.80112318]
[98.03442803],1662555526.2718227,[8103.2840923],760,[8103.2840923]
[98.03442803],1662555526.2718227,[8103.2840923],760,[8103.2840923]
[61.16469296],1662555526.2827287,[6440.23928702],704,[6440.23928702]
[49.32242705],1662555526.2905352,[5347.8207789],464,[5347.8207789]
[62.38554511],1662555526.2989814,[6511.65913808],704,[6511.65913808]
[54.08375046],1662555526.3069363,[6232.45025027],648,[6232.45025027]
[81.18666829],1662555526.311771,[7848.85850323],808,[7848.85850323]
[56.89171041],1662555526.3197138,[5849.71309974],560,[5849.71309974]
[70.68733976],1662555526.3436298,[6735.92967892],728,[6735.92967892]
[44.194848],1662555526.358312,[5456.11036503],560,[5456.11036503]
[74.71615187],1662555526.3620393,[7208.39946282],736,[7208.39946282]
[97.7902576],1662555526.366948,[8241.48455622],816,[8241.48455622]
[56.28128434],1662555526.3780956,[5757.66084727],528,[5757.66084727]
[85.21548041],1662555526.4051394,[7759.61421072],752,[7759.61421072]
[128.92198755],1662555526.4186847,[10196.43511171],928,[10196.43511171]
[39.55560982],1662555526.426219,[4923.20839946],416,[4923.20839946]
[66.53644244],1662555526.440634,[6679.77047979],696,[6679.77047979]
[46.88072274],1662555526.444228,[5688.68270052],584,[5688.68270052]
[46.88072274],1662555526.444228,[5688.68270052],584,[5688.68270052]
[64.21682334],1662555526.486768,[6477.71944817],648,[6477.71944817]
[66.90269808],1662555526.503715,[6674.88707118],664,[6674.88707118]
[73.12904407],1662555526.508554,[6780.85703821],720,[6780.85703821]
[180.68611891],1662555526.5169582,[12599.56049322],1024,[12599.56049322]
[88.87803687],1662555526.5252852,[7881.94359663],808,[7881.94359663]
[57.25796606],1662555526.5300093,[6027.5912587],608,[6027.5912587]
[69.22231718],1662555526.5436254,[6402.14869979],608,[6402.14869979]
[79.23330485],1662555526.5469341,[7333.65889391],696,[7333.65889391]
[791.72262239],1662555526.5510817,[60696.74032474],2368,[60696.74032474]
[190.94127701],1662555526.5606546,[12996.58161397],1000,[12996.58161397]
[95.95897937],1662555526.5679207,[7899.64595287],752,[7899.64595287]
[37.48016115],1662555526.5724826,[4874.6184837],424,[4874.6184837]
[59.33341472],1662555526.5892267,[5851.17812233],576,[5851.17812233]
[73.3732145],1662555526.592792,[6849.71309974],680,[6849.71309974]
[92.2964229],1662555526.5980453,[8308.75350995],840,[8308.75350995]
[63.72848248],1662555526.607335,[6540.47124893],656,[6540.47124893]
[57.13588084],1662555526.6109302,[6047.85740447],600,[6047.85740447]
[156.51324625],1662555526.6150918,[12162.25125137],1040,[12162.25125137]
[70.93151019],1662555526.6190248,[7042.85191063],696,[7042.85191063]
[76.30325968],1662555526.624647,[7153.94945672],704,[7153.94945672]
[41.0206324],1662555526.6289122,[5484.80039067],536,[5484.80039067]
[50.78744964],1662555526.6327841,[5555.48773044],544,[5555.48773044]
[48.46783055],1662555526.6410446,[5180.93028934],416,[5180.93028934]
[57.62422171],1662555526.6449723,[6210.23074106],592,[6210.23074106]
[1000.12208522],1662555526.6499524,[137316.44487852],4432,[137316.44487852]
[57.50213649],1662555526.66144,[6310.82895861],624,[6310.82895861]
[53.83958003],1662555526.672741,[6312.17189598],728,[6312.17189598]
[229.03186424],1662555526.7062743,[15955.92723721],1144,[15955.92723721]
[46.27029667],1662555526.719832,[5719.20400439],560,[5719.20400439]
[82.7737761],1662555526.7724233,[7682.70052497],776,[7682.70052497]
[41.63105848],1662555526.8005626,[5165.66963741],496,[5165.66963741]
[257.72188988],1662555526.804589,[17650.83628373],1248,[17650.83628373]
[54.08375046],1662555526.818847,[5921.25503601],560,[5921.25503601]
[267.3666219],1662555526.8290315,[17962.64192406],1296,[17962.64192406]
[547.308021],1662555526.8383932,[36884.99572702],1728,[36884.99572702]
[55.42668783],1662555526.8520596,[6172.87266512],640,[6172.87266512]
[44.194848],1662555526.8581963,[5515.19960933],592,[5515.19960933]
[39.55560982],1662555526.8638203,[5139.29923086],456,[5139.29923086]
[48.71200098],1662555526.8684902,[5829.20278354],576,[5829.20278354]
[58.23464778],1662555526.8883462,[5911.97655964],640,[5911.97655964]
[119.15517031],1662555526.904715,[10066.53644244],984,[10066.53644244]
[135.02624832],1662555526.926407,[10544.9884019],960,[10544.9884019]
[77.76828226],1662555526.9356573,[7225.00305213],768,[7225.00305213]
[53.71749481],1662555526.9412751,[5968.74618484],576,[5968.74618484]
[233.30484678],1662555526.9465091,[15999.38957392],1224,[15999.38957392]
[89.36637773],1662555526.9594948,[8189.23208399],904,[8189.23208399]
[56.52545477],1662555526.9636858,[6194.35966304],608,[6194.35966304]
[38.33475766],1662555526.968544,[4956.17140764],440,[4956.17140764]
[43.82859236],1662555526.9750273,[5094.37187157],464,[5094.37187157]
[118.78891466],1662555526.9796865,[9327.79880356],824,[9327.79880356]
[134.65999267],1662555526.9960485,[10844.21926505],1032,[10844.21926505]
[101.81906971],1662555527.0014246,[8304.72469784],768,[8304.72469784]
[42.24148456],1662555527.0056221,[5098.03442803],424,[5098.03442803]
[40.04395068],1662555527.0098686,[5246.24587962],512,[5246.24587962]
[44.194848],1662555527.0143147,[5146.74642901],536,[5146.74642901]
[44.56110365],1662555527.0279357,[5464.90050055],544,[5464.90050055]
[43.70650714],1662555527.0321338,[5208.03320718],520,[5208.03320718]
[57.38005128],1662555527.0598583,[6127.70113539],576,[6127.70113539]
[123.30606764],1662555527.0726779,[9788.18215114],920,[9788.18215114]
[123.30606764],1662555527.0726779,[9788.18215114],920,[9788.18215114]
[87.04675864],1662555527.091831,[7658.89390795],752,[7658.89390795]
[86.68050299],1662555527.1013024,[7860.45659871],768,[7860.45659871]
[62.38554511],1662555527.1101189,[5968.99035527],592,[5968.99035527]
[62.38554511],1662555527.1101189,[5968.99035527],592,[5968.99035527]
[359.17470394],1662555527.136546,[23353.92503968],1400,[23353.92503968]
[72.15236235],1662555527.156833,[6902.69808326],688,[6902.69808326]
[54.4500061],1662555527.1604257,[6126.23611281],688,[6126.23611281]
[62.99597119],1662555527.1675458,[6331.70553046],616,[6331.70553046]
[49.93285313],1662555527.1713636,[5769.99145403],520,[5769.99145403]
[43.3402515],1662555527.192542,[5198.38847516],456,[5198.38847516]
[287.99902332],1662555527.2233236,[19888.41411305],1344,[19888.41411305]
[58.96715908],1662555527.235153,[6172.14015383],568,[6172.14015383]
[37.35807594],1662555527.243075,[4808.69246734],408,[4808.69246734]
[237.69991454],1662555527.2707617,[15849.3468441],1256,[15849.3468441]
[39.31143938],1662555527.2782679,[5080.82041265],464,[5080.82041265]
[49.44451227],1662555527.3220704,[5408.98547186],472,[5408.98547186]
[43.46233671],1662555527.3258653,[5298.1320962],488,[5298.1320962]
[50.29910878],1662555527.330495,[5658.64973752],520,[5658.64973752]
[102.67366622],1662555527.343723,[9222.56134782],904,[9222.56134782]
[124.28274936],1662555527.3527043,[9667.80612868],928,[9667.80612868]
[68.6118911],1662555527.36184,[6592.2353803],616,[6592.2353803]
[128.67781712],1662555527.3756862,[10307.77682823],952,[10307.77682823]
[56.7696252],1662555527.4159167,[5928.2138933],552,[5928.2138933]
[61.16469296],1662555527.4333007,[6271.63960444],632,[6271.63960444]
[41.99731413],1662555527.4382339,[5238.43242583],528,[5238.43242583]
[85.45965084],1662555527.4426975,[7442.07056525],736,[7442.07056525]
[46.5144671],1662555527.4478302,[5375.65620803],512,[5375.65620803]
[72.88487364],1662555527.4608493,[6926.50470028],680,[6926.50470028]
[39.55560982],1662555527.4667733,[5017.21401538],440,[5017.21401538]
[37.72433158],1662555527.4708154,[4765.10804542],416,[4765.10804542]
[152.48443414],1662555527.485704,[12274.93590526],1056,[12274.93590526]
[54.32792089],1662555527.4951236,[5842.02173117],584,[5842.02173117]
[58.356733],1662555527.4984095,[6030.15504822],576,[6030.15504822]
[607.74020266],1662555527.5065362,[42680.50299109],2000,[42680.50299109]
[53.47332438],1662555527.5314589,[6004.15089733],576,[6004.15089733]
[59.57758515],1662555527.5628467,[5955.805152],568,[5955.805152]
[71.41985106],1662555527.590685,[7001.95336345],776,[7001.95336345]
[58.84507386],1662555527.6042018,[6084.23879868],584,[6084.23879868]
[127.57905018],1662555527.6227758,[9511.048712],800,[9511.048712]
[48.95617141],1662555527.6327293,[5289.21987547],464,[5289.21987547]
[46.75863753],1662555527.6363158,[5292.51617629],448,[5292.51617629]
[46.63655231],1662555527.6520805,[5246.36796484],472,[5246.36796484]
[125.25943108],1662555527.711506,[9812.72127945],888,[9812.72127945]
[99.74362105],1662555527.7165017,[8128.43364669],680,[8128.43364669]
[159.3212062],1662555527.7486918,[11837.01623733],968,[11837.01623733]
[166.76840435],1662555527.7671263,[12557.92943474],1040,[12557.92943474]
[193.50506654],1662555527.811525,[13893.29752167],1056,[13893.29752167]
[143.5722134],1662555527.8241422,[11000.97668172],1016,[11000.97668172]
[231.1073129],1662555527.8498828,[15604.56598706],1216,[15604.56598706]
[366.98815773],1662555527.8547468,[23574.04468319],1296,[23574.04468319]
[105.84788182],1662555527.8638206,[8551.09266268],808,[8551.09266268]
[47.24697839],1662555527.8829322,[5450.37235991],520,[5450.37235991]
[43.82859236],1662555527.8903165,[5289.34196069],480,[5289.34196069]
[84.72713954],1662555527.8940098,[7283.35978513],680,[7283.35978513]
[37.96850201],1662555527.9114642,[4936.8819436],424,[4936.8819436]
[44.9273593],1662555527.9183543,[5504.21193993],520,[5504.21193993]
[89.97680381],1662555527.9410393,[8180.19777805],808,[8180.19777805]
[218.28836528],1662555527.9710605,[15359.41887437],1264,[15359.41887437]
[78.01245269],1662555527.9906178,[7682.82261018],832,[7682.82261018]
[68.6118911],1662555528.0066774,[6659.87058967],640,[6659.87058967]
[72.76278843],1662555528.043537,[7240.01953363],760,[7240.01953363]
[76.66951532],1662555528.0480418,[6837.87083384],680,[6837.87083384]
[64.21682334],1662555528.0855129,[6326.21169576],616,[6326.21169576]
[56.89171041],1662555528.0910943,[6236.11280674],608,[6236.11280674]
[91.93016726],1662555528.0973687,[8203.76022464],808,[8203.76022464]
[47.49114882],1662555528.113314,[5533.39030643],552,[5533.39030643]
[120.86436333],1662555528.1258433,[9352.09376145],888,[9352.09376145]
[91.07557075],1662555528.141113,[7630.81430839],760,[7630.81430839]
[42.6077402],1662555528.152755,[5107.06873398],440,[5107.06873398]
[54.57209132],1662555528.1564004,[5970.45537785],592,[5970.45537785]
[38.82309852],1662555528.1735284,[5056.40336955],496,[5056.40336955]
[73.61738493],1662555528.1840975,[7142.83970211],776,[7142.83970211]
[68.12355024],1662555528.2166257,[6570.74838237],648,[6570.74838237]
[60.55426688],1662555528.2404692,[6231.22939812],624,[6231.22939812]
[67.14686851],1662555528.2611184,[6466.97594921],648,[6466.97594921]
[62.99597119],1662555528.268555,[6311.80564034],608,[6311.80564034]
[53.22915395],1662555528.2771478,[6096.93566109],552,[6096.93566109]
[42.11939934],1662555528.2911136,[5008.30179465],424,[5008.30179465]
[93.27310463],1662555528.301882,[8631.18056403],944,[8631.18056403]
[41.26480283],1662555528.305123,[5026.49249176],464,[5026.49249176]
[38.33475766],1662555528.3151538,[4975.21670126],416,[4975.21670126]
[50.17702356],1662555528.3294203,[5757.66084727],552,[5757.66084727]
[42.24148456],1662555528.3362272,[5113.78342083],464,[5113.78342083]
[88.87803687],1662555528.3419063,[7859.23574655],776,[7859.23574655]
[209.98657063],1662555528.3878586,[14824.80771578],1160,[14824.80771578]
[141.25259431],1662555528.3956552,[10733.12171896],1032,[10733.12171896]
[43.3402515],1662555528.429505,[5180.80820413],512,[5180.80820413]
[54.57209132],1662555528.434482,[6079.47747528],616,[6079.47747528]
[264.68074716],1662555528.4417448,[17977.41423514],1240,[17977.41423514]
[52.74081309],1662555528.4620326,[5898.66927115],624,[5898.66927115]
[60.43218166],1662555528.4810011,[6395.31192773],616,[6395.31192773]
[37.72433158],1662555528.4964206,[4997.80246612],472,[4997.80246612]
[47.00280796],1662555528.503019,[5318.15407154],496,[5318.15407154]
[157.24575754],1662555528.5168955,[11743.62104749],1096,[11743.62104749]
[286.2898303],1662555528.521593,[19103.2840923],1256,[19103.2840923]
[47.97948968],1662555528.544092,[5516.5425467],552,[5516.5425467]
[84.23879868],1662555528.5658674,[7682.57843975],744,[7682.57843975]
[129.28824319],1662555528.5861156,[9614.94323037],840,[9614.94323037]
[176.53522158],1662555528.5898395,[12463.06922232],1040,[12463.06922232]
[109.51043829],1662555528.5953298,[8631.6689049],824,[8631.6689049]
[78.74496398],1662555528.6089878,[7335.36808692],800,[7335.36808692]
[52.74081309],1662555528.6232803,[5932.60896105],616,[5932.60896105]
[52.61872787],1662555528.6311886,[5923.81882554],544,[5923.81882554]
[95.95897937],1662555528.6819024,[8062.01928946],776,[8062.01928946]
[85.21548041],1662555528.688689,[7601.39177146],728,[7601.39177146]
[56.15919912],1662555528.6972427,[6058.72298865],608,[6058.72298865]
[41.0206324],1662555528.7109988,[5155.78073495],504,[5155.78073495]
[103.65034794],1662555528.7156453,[8677.81711635],776,[8677.81711635]
[42.24148456],1662555528.721596,[5188.01123184],520,[5188.01123184]
[58.47881822],1662555528.7559352,[6278.23220608],648,[6278.23220608]
[45.29361494],1662555528.7652037,[5061.40886339],424,[5061.40886339]
[80.20998657],1662555528.7831213,[7525.94310829],816,[7525.94310829]
[44.07276279],1662555528.7928932,[5542.66878281],560,[5542.66878281]
[56.40336955],1662555528.8055065,[6030.52130387],632,[6030.52130387]
[48.1015749],1662555528.8217711,[5759.12586986],600,[5759.12586986]
[58.84507386],1662555528.8328176,[6237.57782932],632,[6237.57782932]
[61.65303382],1662555528.8478441,[6106.09205225],552,[6106.09205225]
[78.13453791],1662555528.8570075,[7496.76474179],768,[7496.76474179]
[60.31009645],1662555528.861982,[6086.80258821],656,[6086.80258821]
[247.34464656],1662555528.8800404,[17181.05237456],1352,[17181.05237456]
[132.82871444],1662555528.8938062,[9871.68843853],872,[9871.68843853]
[99.62153583],1662555528.9018984,[8179.09901111],840,[8179.09901111]
[64.46099377],1662555528.909192,[6256.62312294],632,[6256.62312294]
[180.31986326],1662555528.9188316,[12430.10621414],1016,[12430.10621414]
[71.29776584],1662555528.951206,[6432.05957758],584,[6432.05957758]
[74.71615187],1662555528.9650748,[7552.80185569],784,[7552.80185569]
[56.15919912],1662555528.972237,[6544.1338054],744,[6544.1338054]
[163.35001831],1662555528.9803092,[12515.56586497],1048,[12515.56586497]
[55.06043218],1662555528.9867516,[5908.43608839],584,[5908.43608839]
[119.76559639],1662555529.0017934,[9661.33561226],824,[9661.33561226]
[83.14003174],1662555529.0117207,[8133.19497009],856,[8133.19497009]
[60.06592602],1662555529.0169692,[6102.67366622],600,[6102.67366622]
[79.47747528],1662555529.027996,[7368.45318032],696,[7368.45318032]
[57.74630692],1662555529.0456219,[6160.908314],608,[6160.908314]
[46.39238188],1662555529.053128,[5548.28470272],528,[5548.28470272]
[81.30875351],1662555529.0566485,[7679.16005372],784,[7679.16005372]
[45.65987059],1662555529.0669212,[5241.97289708],456,[5241.97289708]
[46.5144671],1662555529.0881822,[5279.08680259],496,[5279.08680259]
[204.2485655],1662555529.1031952,[14686.118911],1168,[14686.118911]
[345.74533024],1662555529.1173375,[23429.37370284],1432,[23429.37370284]
[87.77926993],1662555529.1216521,[7913.68575266],832,[7913.68575266]
[72.64070321],1662555529.1344142,[6797.21645709],720,[6797.21645709]
[77.15785618],1662555529.1382134,[7045.7819558],688,[7045.7819558]
[45.65987059],1662555529.1550968,[5609.08314003],568,[5609.08314003]
[41.50897326],1662555529.1789672,[5008.6680503],432,[5008.6680503]
[138.32254914],1662555529.1839647,[9808.44829691],840,[9808.44829691]
[92.05225247],1662555529.1892583,[8065.4376755],832,[8065.4376755]
[152.972775],1662555529.2394114,[11582.22439263],984,[11582.22439263]
[71.54193627],1662555529.2469575,[6664.26565743],696,[6664.26565743]
[176.04688072],1662555529.263637,[12258.08814553],992,[12258.08814553]
[53.96166524],1662555529.270426,[5834.57453302],576,[5834.57453302]
[60.43218166],1662555529.2737875,[6414.8455622],672,[6414.8455622]
[95.47063851],1662555529.313069,[8607.12977658],840,[8607.12977658]
[40.16603589],1662555529.3284442,[5269.93041143],504,[5269.93041143]
[99.3773654],1662555529.3352625,[8721.40153827],784,[8721.40153827]
[40.04395068],1662555529.3626924,[5117.20180686],456,[5117.20180686]
[211.57367843],1662555529.3696592,[13893.41960688],1176,[13893.41960688]
[54.81626175],1662555529.4005377,[5989.01233061],600,[5989.01233061]
[62.38554511],1662555529.4044688,[6460.01709193],632,[6460.01709193]
[122.57355634],1662555529.4197114,[9879.99023318],960,[9879.99023318]
[44.07276279],1662555529.426113,[5207.05652545],448,[5207.05652545]
[42.11939934],1662555529.439777,[5395.55609816],504,[5395.55609816]
[50.17702356],1662555529.4662476,[5507.8744964],504,[5507.8744964]
[44.31693322],1662555529.475009,[5379.68502014],560,[5379.68502014]
[76.30325968],1662555529.4850779,[7258.57648639],672,[7258.57648639]
[38.94518374],1662555529.4884481,[4867.41545599],424,[4867.41545599]
[45.41570016],1662555529.4970877,[5221.95092174],496,[5221.95092174]
